Company,TypeName,Ram,OpSys,Weight,PPI,TouchScreen,IPS,CPU_brand,HDD,SSD,GPU_brand
HP,Ultrabook,8,Windows,1.54,157.3505121487356,0,0,Intel Core i7,0,512,Intel
HP,Notebook,4,Other,1.86,100.45466986113651,0,0,Other Intel Processor,0,128,Intel
Asus,Gaming,16,Windows,2.1,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Other,2.83,127.33567457123111,0,0,Intel Core i7,1000,0,AMD
Lenovo,Ultrabook,8,Windows,1.96,157.3505121487356,0,1,Intel Core i7,0,256,Nvidia
Asus,Notebook,8,Windows,2.3,141.21199808219862,0,1,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Windows,1.9,141.21199808219862,0,0,Intel Core i5,0,128,Intel
Asus,Notebook,4,Windows,2.0,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
HP,2 in 1 Convertible,8,Windows,1.28,165.6321180513006,1,0,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,1.62,165.6321180513006,1,0,Intel Core i5,1000,0,Intel
Lenovo,Notebook,4,Other,2.2,141.21199808219862,0,0,Intel Core i3,1000,0,Intel
Lenovo,Notebook,8,Windows,2.3,141.21199808219862,0,1,Intel Core i5,1000,0,Intel
HP,Notebook,8,Windows,1.84,141.21199808219862,0,0,Intel Core i5,0,256,AMD
Toshiba,Notebook,4,Windows,1.05,165.6321180513006,0,0,Intel Core i5,0,128,Intel
Lenovo,Gaming,8,Other,2.5,141.21199808219862,0,1,Intel Core i5,1000,0,Nvidia
Dell,Ultrabook,16,Windows,1.29,276.053530085501,1,0,Intel Core i7,0,512,Intel
HP,Notebook,4,Windows,2.07,141.21199808219862,0,0,Intel Core i5,500,0,Intel
Toshiba,Ultrabook,8,Windows,1.2,117.82653006268643,0,0,Intel Core i5,0,256,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,165.6321180513006,1,1,Intel Core i7,0,256,Intel
Acer,Notebook,8,Windows,1.56,157.3505121487356,0,1,Intel Core i5,0,256,Intel
Dell,Workstation,8,Windows,2.23,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,4,Windows,2.38,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,Other,2.2,141.21199808219862,0,0,Intel Core i3,1000,0,AMD
Toshiba,Notebook,8,Windows,2.0,141.21199808219862,0,1,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows,1.44,165.6321180513006,0,1,Intel Core i3,0,180,Intel
Samsung,Ultrabook,16,Windows,1.23,146.86047800548656,0,0,Intel Core i7,0,256,Nvidia
Dell,Ultrabook,8,Windows,1.6,176.23257360658386,0,0,Intel Core i7,0,256,Intel
Asus,Notebook,4,Other,2.0,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
Xiaomi,Ultrabook,8,Windows,1.28,165.6321180513006,0,1,Intel Core i5,0,256,Nvidia
Dell,Notebook,4,Windows,2.18,141.21199808219862,0,0,Intel Core i5,1000,128,Nvidia
HP,Notebook,4,Windows,2.04,141.21199808219862,0,0,Intel Core i5,0,256,Intel
HP,2 in 1 Convertible,4,Windows,1.28,165.6321180513006,1,0,Intel Core i5,0,256,Intel
HP,2 in 1 Convertible,4,Windows,2.3,100.45466986113651,1,0,Intel Core i5,500,0,Intel
Asus,Notebook,4,Windows,1.65,111.1413368676404,0,0,Other Intel Processor,0,32,Intel
Lenovo,Notebook,8,Windows,2.2,141.21199808219862,0,1,Intel Core i7,1000,0,Nvidia
Dell,Notebook,4,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
HP,2 in 1 Convertible,4,Windows,1.28,165.6321180513006,1,0,Intel Core i5,0,256,Intel
Dell,Notebook,4,Other,2.18,100.45466986113651,0,0,Intel Core i3,1000,0,AMD
Asus,Gaming,12,Windows,2.2,127.33567457123111,0,0,Intel Core i5,1000,128,Nvidia
Acer,Netbook,4,Other,1.25,135.0942111925629,0,1,Other Intel Processor,0,32,Intel
Lenovo,Notebook,4,Windows,2.8,106.11306214269258,0,0,AMD Processor,500,0,AMD
HP,Notebook,4,Windows,1.95,157.3505121487356,0,0,Intel Core i5,0,128,Intel
HP,2 in 1 Convertible,16,Windows,1.42,276.053530085501,1,0,Intel Core i7,0,256,Intel
Samsung,Ultrabook,8,Windows,1.17,146.86047800548656,0,0,Intel Core i7,0,256,Intel
Lenovo,Ultrabook,8,Windows,1.32,157.3505121487356,0,1,Intel Core i5,0,256,Intel
MSI,Gaming,16,Windows,2.43,254.67134914246222,0,1,Intel Core i7,2000,512,Nvidia
Toshiba,Notebook,8,Windows,1.05,165.6321180513006,0,0,Intel Core i5,0,256,Intel
Dell,Gaming,8,Other,2.62,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
HP,Notebook,8,Windows,2.04,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
Dell,Notebook,4,Windows,2.18,100.45466986113651,0,0,Intel Core i3,1000,0,AMD
Dell,Notebook,8,Windows,1.9,141.21199808219862,0,0,Intel Core i5,500,0,Intel
Dell,2 in 1 Convertible,8,Windows,1.24,276.053530085501,1,0,Intel Core i7,0,512,Intel
Asus,Gaming,32,Windows,3.58,127.33567457123111,0,1,Intel Core i7,0,512,Nvidia
Dell,2 in 1 Convertible,16,Windows,1.22,165.6321180513006,1,0,Intel Core i7,0,256,Intel
Lenovo,Ultrabook,8,Windows,1.13,157.3505121487356,0,1,Intel Core i7,0,256,Intel
Lenovo,Notebook,8,Windows,1.95,141.21199808219862,0,1,Intel Core i5,0,512,Intel
LG,Ultrabook,16,Windows,1.08,141.21199808219862,1,1,Intel Core i7,0,512,Intel
HP,Netbook,8,Windows,1.26,176.23257360658386,0,0,Intel Core i7,0,512,Intel
Acer,Notebook,4,Other,2.2,141.21199808219862,0,1,Other Intel Processor,0,16,Intel
Lenovo,Notebook,8,Windows,2.6,141.21199808219862,0,1,Intel Core i5,1000,128,Nvidia
LG,Ultrabook,8,Windows,0.98,157.3505121487356,1,1,Intel Core i7,0,512,Intel
Dell,Notebook,8,Windows,1.6,157.3505121487356,0,0,Intel Core i5,0,256,Intel
HP,Ultrabook,8,Windows,1.09,352.4651472131677,1,0,Other Intel Processor,0,240,Intel
Lenovo,Notebook,6,Windows,2.2,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
HP,Notebook,8,Windows,2.04,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
Acer,Notebook,4,Windows,2.4,141.21199808219862,0,0,Intel Core i3,1000,0,Intel
Lenovo,Notebook,4,Windows,1.44,165.6321180513006,0,0,Intel Core i5,0,128,Intel
HP,Notebook,8,Windows,1.49,165.6321180513006,0,0,Intel Core i5,0,256,Intel
MSI,Gaming,16,Windows,2.7,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Dell,Gaming,16,Windows,2.6,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
MSI,Gaming,8,Windows,2.2,141.21199808219862,0,0,Intel Core i5,1000,128,Nvidia
Dell,Notebook,4,Windows,2.18,100.45466986113651,0,0,Intel Core i5,1000,0,AMD
HP,Ultrabook,8,Windows,1.84,141.21199808219862,0,0,Intel Core i7,0,256,AMD
HP,Ultrabook,8,Windows,1.39,276.053530085501,1,0,Intel Core i7,0,256,Intel
Toshiba,Notebook,16,Windows,2.4,141.21199808219862,0,1,Intel Core i7,0,256,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,1.37,165.6321180513006,1,1,Intel Core i5,0,512,Intel
Dell,Notebook,4,Windows,1.95,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Lenovo,Ultrabook,8,Windows,1.36,176.23257360658386,0,1,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,2.31,141.21199808219862,0,0,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows,2.18,100.45466986113651,0,0,Intel Core i5,1000,0,Intel
HP,Notebook,4,Windows,1.95,111.93520355955211,0,0,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
HP,Ultrabook,4,Windows,1.26,176.23257360658386,0,0,Intel Core i5,500,0,Intel
HP,Notebook,4,Other,1.86,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.3,276.053530085501,1,1,Intel Core i7,0,1000,Intel
Toshiba,Notebook,4,Windows,1.47,157.3505121487356,0,1,Intel Core i5,0,128,Intel
HP,Netbook,8,Windows,1.26,176.23257360658386,0,0,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows,2.18,100.45466986113651,0,0,Intel Core i3,1000,0,Intel
MSI,Gaming,8,Windows,2.2,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
Dell,Ultrabook,8,Windows,1.36,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows,4.36,169.78089942830815,0,0,Intel Core i7,1000,512,Nvidia
HP,Gaming,8,Windows,2.75,127.33567457123111,0,1,Intel Core i5,1000,128,Nvidia
Asus,Notebook,4,Windows,2.8,106.11306214269258,0,0,Other Intel Processor,1000,0,Nvidia
Acer,Notebook,4,Windows,2.23,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Toshiba,Notebook,8,Windows,2.2,100.45466986113651,0,0,Intel Core i5,0,256,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.1,194.94753717542463,1,1,Other Intel Processor,0,256,Intel
Lenovo,Gaming,16,Windows,2.5,141.21199808219862,0,1,AMD Processor,1000,512,AMD
Dell,Ultrabook,8,Windows,1.36,176.23257360658386,1,0,Intel Core i5,0,256,Intel
Lenovo,Notebook,8,Other,2.2,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
Dell,Notebook,4,Windows,2.36,106.11306214269258,0,0,Intel Core i3,1000,0,AMD
Acer,Notebook,4,Other,1.68,111.93520355955211,0,0,Other Intel Processor,0,32,Intel
HP,Workstation,8,Windows,2.0,141.21199808219862,0,1,Intel Core i7,0,8,Nvidia
Dell,Ultrabook,8,Windows,1.36,157.3505121487356,0,0,Intel Core i7,0,256,Intel
Toshiba,Notebook,8,Windows,1.2,165.6321180513006,0,0,Intel Core i5,0,256,Intel
Asus,2 in 1 Convertible,8,Other,1.2,176.23257360658386,0,0,Other Intel Processor,0,64,Intel
Lenovo,Ultrabook,8,Windows,1.7,157.3505121487356,0,1,Intel Core i7,0,256,Intel
Dell,Gaming,16,Windows,4.36,254.67134914246222,0,1,Intel Core i7,1000,512,Nvidia
Dell,2 in 1 Convertible,8,Windows,1.24,165.6321180513006,1,0,Intel Core i5,0,256,Intel
HP,2 in 1 Convertible,4,Windows,1.45,135.0942111925629,1,0,Other Intel Processor,0,256,Intel
Dell,Ultrabook,8,Windows,1.3,276.053530085501,0,0,Intel Core i7,0,256,Intel
Acer,2 in 1 Convertible,4,Other,1.25,135.0942111925629,1,1,Other Intel Processor,0,32,Intel
Toshiba,Notebook,8,Windows,1.2,165.6321180513006,0,0,Intel Core i5,0,256,Intel
Lenovo,Ultrabook,8,Windows,1.36,176.23257360658386,0,1,Intel Core i5,0,256,Intel
Acer,Notebook,12,Windows,2.4,141.21199808219862,0,0,Intel Core i5,1000,128,Nvidia
Toshiba,Ultrabook,8,Windows,1.1,176.23257360658386,1,0,Intel Core i7,0,512,Intel
HP,Notebook,8,Windows,2.04,100.45466986113651,0,0,Intel Core i5,1000,0,Nvidia
Dell,Notebook,4,Other,2.25,100.45466986113651,0,0,Intel Core i3,1000,0,AMD
Dell,Notebook,4,Windows,1.9,100.45466986113651,0,0,Intel Core i5,500,0,Intel
HP,Notebook,4,Windows,2.04,141.21199808219862,0,0,Intel Core i3,500,0,Intel
Dell,Gaming,32,Windows,4.42,127.33567457123111,0,1,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,6,Windows,2.4,141.21199808219862,0,0,Intel Core i5,0,256,Nvidia
Dell,2 in 1 Convertible,16,Windows,1.22,276.053530085501,1,0,Intel Core i7,0,512,Intel
Dell,Ultrabook,8,Windows,1.5,209.8006828649808,1,0,Intel Core i7,0,256,Intel
Dell,Gaming,32,Windows,4.42,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Toshiba,Notebook,8,Windows,1.95,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Asus,Gaming,16,Windows,2.73,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
HP,Notebook,8,Windows,2.04,141.21199808219862,0,1,Intel Core i5,1000,128,Nvidia
Lenovo,Notebook,4,Windows,1.7,111.93520355955211,0,0,Intel Core i5,508,0,Intel
Asus,2 in 1 Convertible,16,Windows,2.3,282.42399616439724,1,0,Intel Core i7,2000,512,Nvidia
HP,Notebook,6,Windows,2.04,100.45466986113651,0,0,Intel Core i7,1000,0,Intel
Asus,Gaming,16,Windows,2.99,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Dell,2 in 1 Convertible,12,Windows,2.19,141.21199808219862,1,1,Intel Core i7,0,512,Intel
Toshiba,Notebook,4,Windows,1.2,165.6321180513006,0,0,Intel Core i5,0,128,Intel
Lenovo,Notebook,6,Windows,2.2,141.21199808219862,0,0,AMD Processor,0,256,AMD
Fujitsu,Notebook,4,Windows,2.3,100.45466986113651,0,0,Intel Core i5,0,256,Intel
Toshiba,Notebook,4,Windows,1.75,111.93520355955211,0,0,Intel Core i5,500,0,Intel
Dell,Notebook,4,Windows,2.25,100.45466986113651,0,0,Intel Core i5,500,0,AMD
HP,Notebook,8,Windows,2.04,141.21199808219862,0,0,Intel Core i5,1000,0,Intel
Lenovo,Gaming,8,Windows,2.5,141.21199808219862,0,1,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows,2.36,100.45466986113651,0,0,Intel Core i7,1000,0,AMD
Dell,Notebook,8,Windows,1.6,157.3505121487356,0,0,Intel Core i5,0,128,Intel
HP,Netbook,8,Windows,0.97,176.23257360658386,0,0,Other Intel Processor,0,512,Intel
HP,Notebook,4,Windows,2.1,141.21199808219862,0,0,Intel Core i3,1000,128,AMD
Lenovo,Notebook,4,Other,1.9,100.45466986113651,0,0,Other Intel Processor,0,128,Intel
Lenovo,Notebook,8,Windows,2.3,141.21199808219862,0,0,Intel Core i5,0,256,Intel
Dell,2 in 1 Convertible,8,Windows,1.68,165.6321180513006,1,0,Intel Core i5,0,256,Intel
Asus,Notebook,8,Windows,1.4,276.053530085501,0,0,Intel Core i5,0,256,Intel
HP,Ultrabook,8,Windows,1.11,165.6321180513006,1,1,Intel Core i7,0,256,Intel
Acer,Notebook,4,Windows,2.4,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Asus,Gaming,16,Windows,2.5,141.21199808219862,0,0,Intel Core i7,1000,256,Nvidia
HP,Ultrabook,8,Windows,1.48,157.3505121487356,0,0,Intel Core i7,0,512,Intel
Acer,Gaming,8,Windows,2.7,141.21199808219862,0,1,Intel Core i7,1000,128,Nvidia
HP,Notebook,8,Windows,1.34,165.6321180513006,0,1,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows,2.18,100.45466986113651,0,0,Intel Core i3,0,128,Intel
HP,Notebook,4,Windows,1.64,111.93520355955211,0,0,Intel Core i5,500,0,Intel
Toshiba,Notebook,4,Windows,1.2,165.6321180513006,0,0,Intel Core i5,0,128,Intel
HP,Notebook,4,Windows,1.48,111.93520355955211,0,0,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.95,157.3505121487356,0,0,Intel Core i5,0,256,Intel
HP,Ultrabook,8,Windows,1.43,157.3505121487356,0,0,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,1.64,157.3505121487356,0,0,Intel Core i5,0,256,Nvidia
HP,Notebook,4,Windows,1.64,111.93520355955211,0,0,Intel Core i3,500,0,Intel
Dell,Gaming,8,Windows,2.65,141.21199808219862,0,0,Intel Core i5,1000,0,Nvidia
HP,Ultrabook,4,Windows,1.26,176.23257360658386,0,0,Intel Core i5,500,0,Intel
HP,Notebook,4,Windows,1.48,157.3505121487356,0,0,Intel Core i5,0,256,Intel
HP,Ultrabook,8,Windows,1.54,157.3505121487356,0,0,Intel Core i7,0,256,Intel
HP,Notebook,4,Windows,1.49,117.82653006268643,0,0,Intel Core i3,500,0,Intel
Toshiba,Notebook,8,Windows,1.5,117.82653006268643,0,0,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,2.04,100.45466986113651,0,0,Intel Core i3,0,256,Intel
Lenovo,Notebook,16,Windows,2.4,254.67134914246222,0,1,Intel Core i7,0,512,Nvidia
Toshiba,Notebook,8,Windows,1.47,157.3505121487356,0,1,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,1.43,157.3505121487356,0,0,Intel Core i7,0,256,Intel
Dell,2 in 1 Convertible,4,Windows,2.08,141.21199808219862,1,1,Intel Core i3,1000,0,Intel
Toshiba,Ultrabook,8,Windows,1.2,165.6321180513006,0,0,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,1.11,165.6321180513006,0,1,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,1.64,157.3505121487356,0,0,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Windows,2.09,141.21199808219862,0,0,Intel Core i5,500,0,Intel
HP,Ultrabook,4,Windows,1.26,125.36742798669837,0,0,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,2.31,111.93520355955211,0,0,Intel Core i5,500,0,Intel
HP,Notebook,4,Windows,1.95,111.93520355955211,0,0,Intel Core i5,500,0,Intel
Dell,Ultrabook,8,Windows,1.29,276.053530085501,1,0,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,2.63,127.33567457123111,0,0,Intel Core i5,0,256,Nvidia
HP,Notebook,4,Windows,1.64,111.93520355955211,0,0,Intel Core i5,0,256,Intel
Acer,Notebook,6,Windows,2.1,100.45466986113651,0,0,AMD Processor,1000,0,AMD
MSI,Gaming,8,Windows,2.7,127.33567457123111,0,0,Intel Core i7,1000,128,Nvidia
HP,Notebook,8,Windows,1.95,157.3505121487356,0,0,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,1.84,141.21199808219862,0,0,Intel Core i7,0,256,Intel
HP,Ultrabook,8,Windows,1.26,176.23257360658386,0,0,Intel Core i7,0,256,Intel
HP,Notebook,4,Windows,2.04,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Toshiba,Ultrabook,8,Windows,1.47,157.3505121487356,0,1,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,2.09,141.21199808219862,0,0,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,1.64,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Lenovo,2 in 1 Convertible,4,Windows,1.8,141.21199808219862,1,1,Intel Core i7,0,256,Intel
Vero,Notebook,2,Windows,1.45,111.93520355955211,0,0,Other Intel Processor,0,32,Intel
Toshiba,Notebook,16,Windows,2.4,141.21199808219862,0,1,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,2.3,141.21199808219862,0,0,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.54,157.3505121487356,0,0,Intel Core i5,500,0,Intel
HP,Notebook,8,Windows,1.84,141.21199808219862,0,0,Intel Core i5,500,256,Intel
HP,Notebook,8,Windows,1.43,157.3505121487356,0,0,Intel Core i5,0,256,Intel
MSI,Gaming,16,Windows,3.78,127.33567457123111,0,1,Intel Core i7,1000,256,Nvidia
Lenovo,Gaming,16,Windows,4.6,127.33567457123111,0,1,Intel Core i7,1000,128,Nvidia
Asus,Netbook,4,Other,1.2,135.0942111925629,0,0,Other Intel Processor,0,16,Intel
Lenovo,Notebook,16,Windows,1.1,209.8006828649808,0,1,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,1.91,141.21199808219862,0,1,Intel Core i7,1000,0,Nvidia
Dell,2 in 1 Convertible,8,Windows,2.3,141.21199808219862,1,1,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,2.04,100.45466986113651,0,0,Intel Core i5,0,256,Intel
Dell,Ultrabook,16,Windows,1.2,276.053530085501,1,0,Intel Core i7,0,1000,Intel
HP,Notebook,4,Windows,2.31,100.45466986113651,0,0,Intel Core i3,500,0,Intel
HP,Notebook,4,Other,1.96,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Acer,Notebook,8,Windows,2.4,100.45466986113651,0,0,AMD Processor,1000,0,AMD
Dell,2 in 1 Convertible,12,Windows,1.6,165.6321180513006,1,1,Intel Core i7,0,256,Intel
MSI,Gaming,16,Windows,2.94,141.21199808219862,0,0,Intel Core i7,1000,256,Nvidia
HP,Notebook,8,Windows,2.04,141.21199808219862,0,0,Intel Core i7,0,256,Intel
Asus,Gaming,16,Other,4.0,127.33567457123111,0,1,Intel Core i7,1000,0,Nvidia
Dell,Notebook,4,Windows,2.25,141.21199808219862,0,0,Intel Core i5,1000,0,Intel
Dell,Notebook,16,Windows,2.32,141.21199808219862,0,0,Intel Core i7,2000,0,AMD
MSI,Gaming,16,Windows,1.8,141.21199808219862,0,0,Intel Core i7,1000,256,Nvidia
Dell,Ultrabook,8,Windows,1.29,165.6321180513006,0,0,Intel Core i7,0,256,Intel
Asus,Gaming,64,Windows,3.58,127.33567457123111,0,1,Intel Core i7,0,1000,Nvidia
Dell,2 in 1 Convertible,8,Windows,1.62,165.6321180513006,1,0,Intel Core i7,0,256,Intel
Dell,Gaming,16,Windows,3.21,282.42399616439724,0,0,Intel Core i7,1000,256,Nvidia
Apple,Ultrabook,8,Mac,0.92,226.41554716935852,0,1,Other Intel Processor,0,256,Intel
Dell,Notebook,4,Windows,2.06,100.45466986113651,0,0,Intel Core i3,500,0,Intel
HP,Notebook,4,Windows,2.31,100.45466986113651,0,0,Intel Core i5,500,0,Intel
HP,Ultrabook,8,Windows,1.26,176.23257360658386,0,0,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,1.49,165.6321180513006,0,0,Intel Core i7,0,256,Intel
Lenovo,Ultrabook,8,Windows,1.3,176.23257360658386,1,1,Intel Core i7,0,256,Intel
Lenovo,Notebook,8,Windows,3.0,106.11306214269258,0,0,Intel Core i5,1000,0,AMD
Lenovo,Notebook,4,Windows,2.3,141.21199808219862,0,1,Intel Core i5,1000,0,Nvidia
MSI,Gaming,16,Windows,3.78,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,4,Windows,2.1,100.45466986113651,0,0,Intel Core i5,500,0,Intel
HP,Notebook,4,Windows,2.31,141.21199808219862,0,0,Intel Core i5,500,0,Intel
Lenovo,Ultrabook,8,Windows,0.99,234.9767648087785,1,1,Other Intel Processor,0,512,Intel
Lenovo,Gaming,32,Windows,4.6,127.33567457123111,0,1,Intel Core i7,1000,512,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,0.69,224.17380907857276,1,1,Other Intel Processor,0,64,Intel
HP,Ultrabook,16,Windows,1.3,331.2642361026012,0,1,Intel Core i7,0,512,Intel
Dell,Notebook,8,Windows,2.18,141.21199808219862,0,0,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.54,157.3505121487356,0,0,Intel Core i5,500,0,Intel
HP,Workstation,8,Windows,1.9,141.21199808219862,0,0,Intel Core i7,0,256,AMD
Lenovo,Notebook,8,Windows,1.7,157.3505121487356,0,0,Intel Core i5,0,180,Intel
HP,Notebook,4,Other,1.29,276.053530085501,0,0,Other Intel Processor,0,32,Intel
Acer,Notebook,4,Windows,2.4,100.45466986113651,0,0,AMD Processor,500,0,AMD
Dell,Notebook,4,Other,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
HP,Notebook,4,Other,1.86,100.45466986113651,0,0,Intel Core i3,1000,0,Intel
Asus,Gaming,8,Windows,2.7,127.33567457123111,0,1,Intel Core i7,1000,256,Nvidia
Dell,Ultrabook,4,Windows,1.4,165.6321180513006,0,1,Intel Core i5,0,256,AMD
HP,Netbook,4,Windows,2.4,125.36742798669837,0,0,Intel Core i5,0,128,Intel
Acer,Notebook,8,Windows,2.4,141.21199808219862,0,0,Intel Core i5,1000,256,Nvidia
Dell,Notebook,8,Windows,2.36,141.21199808219862,0,0,Intel Core i5,1000,0,AMD
MSI,Gaming,8,Windows,2.6,127.33567457123111,0,0,Intel Core i7,0,256,Nvidia
HP,Notebook,4,Windows,1.96,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
Asus,Gaming,16,Windows,4.3,127.33567457123111,0,1,Intel Core i7,1000,128,Nvidia
Dell,Ultrabook,4,Windows,1.5,125.36742798669837,0,0,Intel Core i3,500,0,Intel
Dell,Ultrabook,4,Windows,1.5,125.36742798669837,0,0,Intel Core i3,0,128,Intel
Acer,Notebook,4,Other,2.2,100.45466986113651,0,0,Other Intel Processor,0,16,Intel
HP,Workstation,8,Windows,3.0,127.33567457123111,0,1,Intel Core i7,1000,0,AMD
Lenovo,Gaming,16,Windows,2.4,141.21199808219862,0,0,Intel Core i7,0,512,Nvidia
Dell,Ultrabook,8,Windows,1.5,125.36742798669837,0,0,Intel Core i5,0,256,Intel
MSI,Gaming,8,Windows,2.9,127.33567457123111,0,0,Intel Core i7,1000,128,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,2.1,141.21199808219862,1,1,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,2.1,141.21199808219862,0,0,AMD Processor,1000,0,AMD
Asus,Gaming,16,Windows,2.59,141.21199808219862,0,1,Intel Core i7,1000,128,Nvidia
HP,Notebook,8,Windows,1.16,276.053530085501,1,0,Other Intel Processor,0,256,Intel
Dell,Notebook,4,Windows,2.24,100.45466986113651,0,0,Intel Core i5,500,0,AMD
Lenovo,Notebook,4,Windows,2.1,100.45466986113651,0,0,Intel Core i3,0,128,Intel
HP,Ultrabook,8,Windows,1.16,165.6321180513006,0,0,Intel Core i7,0,512,Intel
Lenovo,2 in 1 Convertible,4,Other,0.69,224.17380907857276,1,1,Other Intel Processor,0,64,Intel
Dell,Ultrabook,8,Windows,1.23,165.6321180513006,0,0,Intel Core i7,0,256,Intel
Lenovo,Gaming,16,Windows,4.6,127.33567457123111,0,1,Intel Core i7,1000,256,Nvidia
Razer,Ultrabook,8,Windows,1.25,352.4651472131677,1,0,Intel Core i7,0,256,Intel
Toshiba,Ultrabook,16,Windows,1.05,165.6321180513006,0,0,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows,3.52,127.33567457123111,0,0,Intel Core i7,1000,128,Nvidia
Vero,Notebook,4,Windows,1.35,165.6321180513006,0,0,Other Intel Processor,0,32,Intel
HP,Notebook,8,Windows,1.16,165.6321180513006,0,0,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows,1.43,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Dell,Notebook,4,Other,2.09,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Asus,Notebook,4,Windows,2.0,100.45466986113651,0,0,Intel Core i3,1000,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.8,157.3505121487356,1,1,Intel Core i7,0,256,Intel
Lenovo,2 in 1 Convertible,4,Windows,0.69,224.17380907857276,1,1,Other Intel Processor,0,64,Intel
HP,Ultrabook,8,Windows,1.26,125.36742798669837,0,0,Intel Core i5,0,256,Intel
Lenovo,Gaming,8,Other,2.4,141.21199808219862,0,1,Intel Core i5,1000,128,Nvidia
HP,Gaming,8,Windows,3.35,127.33567457123111,0,1,Intel Core i5,1000,128,Nvidia
HP,Notebook,8,Windows,2.04,100.45466986113651,0,0,Intel Core i7,2000,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.8,157.3505121487356,1,1,Intel Core i7,0,512,Nvidia
Asus,Notebook,4,Windows,1.5,111.93520355955211,0,0,Other Intel Processor,0,32,Intel
